0.135671	2500	49153
0.135671	2500	49153
0.135725	2500	49154
0.135725	2500	49154
0.135761	2500	49155
0.135796	2500	49156
0.135832	2500	49157
0.135921	2500	49155
0.135921	2500	49155
0.135921	2500	49155
0.135975	2500	49156
0.135975	2500	49156
0.135975	2500	49156
0.136011	2500	49157
0.136011	2500	49157
0.136046	2500	49153
0.136046	2500	49153
0.136082	2500	49154
0.136082	2500	49154
0.136171	2500	49157
0.136171	2500	49157
0.136225	2500	49153
0.136225	2500	49153
0.136261	2500	49154
0.136296	2500	49155
0.136332	2500	49156
0.136421	2500	49154
0.136421	2500	49154
0.136421	2500	49154
0.136475	2500	49155
0.136475	2500	49155
0.136475	2500	49155
0.136511	2500	49156
0.136511	2500	49156
0.136546	2500	49157
0.136546	2500	49157
0.136582	2500	49153
0.136582	2500	49153
0.136654	2500	49156
0.136654	2500	49156
0.136689	2500	49157
0.136689	2500	49157
0.136707	2500	49153
0.136725	2500	49154
0.136743	2500	49155
0.137636	2500	49155
0.137654	2500	49156
0.137671	2500	49157
0.137689	2500	49153
0.137707	2500	49154
0.159671	2500	49155
0.159671	2500	49155
0.159725	2500	49156
0.159725	2500	49156
0.159761	2500	49157
0.159796	2500	49153
0.159832	2500	49154
0.159921	2500	49157
0.159921	2500	49157
0.159921	2500	49157
0.159975	2500	49153
0.159975	2500	49153
0.159975	2500	49153
0.160011	2500	49154
0.160011	2500	49154
0.160046	2500	49155
0.160046	2500	49155
0.160082	2500	49156
0.160082	2500	49156
0.160171	2500	49154
0.160171	2500	49154
0.160225	2500	49155
0.160225	2500	49155
0.160261	2500	49156
0.160296	2500	49157
0.160332	2500	49153
0.160421	2500	49156
0.160421	2500	49156
0.160421	2500	49156
0.160475	2500	49157
0.160475	2500	49157
0.160475	2500	49157
0.160511	2500	49153
0.160511	2500	49153
0.160546	2500	49154
0.160546	2500	49154
0.160582	2500	49155
0.160582	2500	49155
0.160654	2500	49153
0.160654	2500	49153
0.160689	2500	49154
0.160689	2500	49154
0.160707	2500	49155
0.160725	2500	49156
0.160743	2500	49157
0.160904	2500	49155
0.160939	2500	49156
0.161154	2500	49157
0.161154	2500	49157
0.161189	2500	49153
0.161189	2500	49153
0.161225	2500	49154
0.161225	2500	49154
0.161243	2500	49155
0.161261	2500	49156
0.161404	2500	49155
0.161404	2500	49155
0.161439	2500	49156
0.161439	2500	49156
0.161475	2500	49157
0.161475	2500	49157
0.161493	2500	49153
0.161511	2500	49154
0.161654	2500	49153
0.161689	2500	49154
0.161904	2500	49155
0.161904	200	49155
0.161904	1400	49155
0.161904	1400	49155
0.161939	2500	49156
0.161939	1600	49156
0.161939	1400	49156
0.161975	2500	49157
0.161975	1600	49157
0.161975	1400	49157
0.162011	2500	49153
0.162011	1600	49153
0.162029	2500	49154
0.162029	200	49154
0.162029	1400	49154
0.162154	1400	49154
0.162154	1400	49154
0.162171	1400	49155
0.162189	1400	49156
0.162207	1400	49157
0.162225	1400	49153
0.162225	1400	49153
0.163386	1400	49154
0.163404	1400	49155
0.163421	1400	49156
0.163439	1400	49157
0.163457	1400	49153
0.164386	1400	49154
0.164404	1400	49155
0.164421	1400	49156
0.164439	1400	49157
0.164457	1400	49153
0.165636	1400	49154
0.165654	1400	49155
0.165671	1400	49156
0.165689	1400	49157
0.165707	1400	49153
0.166636	1400	49154
0.166654	1400	49155
0.166671	1400	49156
0.166689	1400	49157
0.166707	1400	49153
0.183671	2500	49154
0.183671	2500	49154
0.183725	2500	49155
0.183725	2500	49155
0.183761	2500	49156
0.183796	2500	49157
0.183832	2500	49153
0.183921	2500	49156
0.183921	2500	49156
0.183921	2500	49156
0.183975	2500	49157
0.183975	2500	49157
0.183975	2500	49157
0.184011	2500	49153
0.184011	2500	49153
0.184046	2500	49154
0.184046	2500	49154
0.184082	2500	49155
0.184082	2500	49155
0.184171	2500	49153
0.184171	2500	49153
0.184225	2500	49154
0.184225	2500	49154
0.184261	2500	49155
0.184296	2500	49156
0.184332	2500	49157
0.184421	2500	49155
0.184421	2500	49155
0.184421	2500	49155
0.184475	2500	49156
0.184475	2500	49156
0.184475	2500	49156
0.184511	2500	49157
0.184511	2500	49157
0.184546	2500	49153
0.184546	2500	49153
0.184582	2500	49154
0.184582	2500	49154
0.184654	2500	49157
0.184654	1000	49157
0.184654	1400	49157
0.184689	2500	49153
0.184689	1000	49153
0.184689	1400	49153
0.184707	1000	49154
0.184707	1400	49154
0.184725	1000	49155
0.184725	1400	49155
0.184743	1000	49156
0.184743	1400	49156
0.185636	1400	49154
0.185654	1400	49155
0.185671	1400	49156
0.185689	1400	49157
0.185707	1400	49153
0.186886	1400	49154
0.186904	1400	49155
0.186921	1400	49156
0.186939	1400	49157
0.186957	1400	49153
0.189154	1400	49154
0.189154	1400	49154
0.189189	1400	49155
0.189189	1400	49155
0.189225	1400	49156
0.189225	1400	49156
0.189261	1400	49157
0.189261	1400	49157
0.189296	1400	49153
0.189296	1400	49153
0.190136	1400	49154
0.190154	1400	49155
0.190171	1400	49156
0.190189	1400	49157
0.190207	1400	49153
0.191386	1400	49154
0.191404	1400	49155
0.191421	1400	49156
0.191439	1400	49157
0.191457	1400	49153
0.192386	1400	49154
0.192404	1400	49155
0.192421	1400	49156
0.192439	1400	49157
0.192457	1400	49153
0.193636	1400	49154
0.193654	1400	49155
0.193671	1400	49156
0.193689	1400	49157
0.193707	1400	49153
0.194636	1400	49154
0.194654	1400	49155
0.194671	1400	49156
0.194689	1400	49157
0.194707	1400	49153
0.195886	1400	49154
0.195904	1400	49155
0.195921	1400	49156
0.195939	1400	49157
0.195957	1400	49153
0.196886	1400	49154
0.196904	1400	49155
0.196921	1400	49156
0.196939	1400	49157
0.196957	1400	49153
0.197886	1400	49154
0.197904	1400	49155
0.197921	1400	49156
0.197939	1400	49157
0.197957	1400	49153
0.199136	1400	49154
0.199154	1400	49155
0.199171	1400	49156
0.199189	1400	49157
0.199207	1400	49153
0.200136	1400	49154
0.200154	1400	49155
0.200171	1400	49156
0.200189	1400	49157
0.200207	1400	49153
0.201386	1400	49154
0.201404	1400	49155
0.201421	1400	49156
0.201439	1400	49157
0.201457	1400	49153
0.202386	1400	49154
0.202404	1400	49155
0.202421	1400	49156
0.202439	1400	49157
0.202457	1400	49153
0.203636	1400	49154
0.203654	1400	49155
0.203671	1400	49156
0.203689	1400	49157
0.203707	1400	49153
0.204636	1400	49154
0.204654	1400	49155
0.204671	1400	49156
0.204689	1400	49157
0.204707	1400	49153
0.205886	1400	49154
0.205904	1400	49155
0.205921	1400	49156
0.205939	1400	49157
0.205957	1400	49153
0.206886	1400	49154
0.206904	1400	49155
0.206921	1400	49156
0.206939	1400	49157
0.206957	1400	49153
0.208136	1400	49154
0.208154	1400	49155
0.208171	1400	49156
0.208189	1400	49157
0.208207	1400	49153
0.209136	1400	49154
0.209154	1400	49155
0.209171	1400	49156
0.209189	1400	49157
0.209207	1400	49153
0.210386	1400	49154
0.210404	1400	49155
0.210421	1400	49156
0.210439	1400	49157
0.210457	1400	49153
0.211386	1400	49154
0.211404	1400	49155
0.211421	1400	49156
0.211439	1400	49157
0.211457	1400	49153
0.212636	1400	49154
0.212654	1400	49155
0.212671	1400	49156
0.212689	1400	49157
0.212707	1400	49153
0.213636	1400	49154
0.213654	1400	49155
0.213671	1400	49156
0.213689	1400	49157
0.213707	1400	49153
0.214886	1400	49154
0.214904	1400	49155
0.214921	1400	49156
0.214939	1400	49157
0.214957	1400	49153
0.215886	1400	49154
0.215904	1400	49155
0.215921	1400	49156
0.215939	1400	49157
0.215957	1400	49153
0.217136	1400	49154
0.217154	1400	49155
0.217171	1400	49156
0.217189	1400	49157
0.217207	1400	49153
0.218136	1400	49154
0.218154	1400	49155
0.218171	1400	49156
0.218189	1400	49157
0.218207	1400	49153
0.219386	1400	49154
0.219404	1400	49155
0.219421	1400	49156
0.219439	1400	49157
0.219457	1400	49153
0.220386	1400	49154
0.220404	1400	49155
0.220421	1400	49156
0.220439	1400	49157
0.220457	1400	49153
0.221636	1400	49154
0.221654	1400	49155
0.221671	1400	49156
0.221689	1400	49157
0.221707	1400	49153
0.222636	1400	49154
0.222654	1400	49155
0.222671	1400	49156
0.222689	1400	49157
0.222707	1400	49153
0.223886	1400	49154
0.223904	1400	49155
0.223921	1400	49156
0.223939	1400	49157
0.223957	1400	49153
0.224886	1400	49154
0.224904	1400	49155
0.224921	1400	49156
0.224939	1400	49157
0.224957	1400	49153
0.225886	1400	49154
0.225904	1400	49155
0.225921	1400	49156
0.225939	1400	49157
0.225957	1400	49153
0.227136	1400	49154
0.227154	1400	49155
0.227171	1400	49156
0.227189	1400	49157
0.227207	1400	49153
0.228136	1400	49154
0.228154	1400	49155
0.228171	1400	49156
0.228189	1400	49157
0.228207	1400	49153
0.229386	1400	49154
0.229404	1400	49155
0.229421	1400	49156
0.229439	1400	49157
0.229457	1400	49153
0.230386	1400	49153
0.230404	1400	49154
0.230421	1400	49155
0.230439	1400	49156
0.230457	1400	49157
0.231636	1400	49156
0.231654	1400	49157
0.231671	1400	49153
0.231689	1400	49154
0.231707	1400	49155
0.232636	1400	49156
0.232654	1400	49157
0.232671	1400	49153
0.232689	1400	49154
0.232707	1400	49155
0.233886	1400	49156
0.233904	1400	49157
0.233921	1400	49153
0.233939	1400	49154
0.233957	1400	49155
0.234886	1400	49156
0.234904	1400	49157
0.234921	1400	49153
0.234939	1400	49154
0.234957	1400	49155
0.236136	1400	49153
0.236154	1400	49157
0.237136	1400	49153
0.237154	1400	49157
0.251689	2500	49153
0.251689	2500	49153
0.251689	2500	49153
0.251761	2500	49156
0.251761	2500	49156
0.251761	2500	49156
0.251832	2500	49157
0.251832	2500	49157
0.251832	2500	49157
0.251939	2500	49153
0.251939	2500	49153
0.251939	2500	49153
0.252011	2500	49156
0.252011	2500	49156
0.252011	2500	49156
0.252082	2500	49157
0.252082	2500	49157
0.252082	2500	49157
0.252136	1800	49153
0.252171	2500	49156
0.252171	2100	49156
0.252189	1800	49157
0.252886	1400	49156
0.252886	1400	49156
0.252904	1400	49157
0.252904	1400	49157
0.252921	1400	49153
0.252921	1400	49153
0.253886	1400	49156
0.253904	1400	49157
0.253921	1400	49153
0.255136	1400	49156
0.255154	1400	49157
0.255171	1400	49153
0.256136	1400	49156
0.256154	1400	49157
0.256171	1400	49153
0.257386	1400	49156
0.257404	1400	49157
0.257421	1400	49153
0.258386	1400	49156
0.258404	1400	49157
0.258421	1400	49153
0.259636	1400	49156
0.259654	1400	49157
0.259671	1400	49153
0.260636	1400	49156
0.260654	1400	49157
0.260671	1400	49153
0.261886	1400	49156
0.261904	1400	49157
0.261921	1400	49153
0.262725	2500	49154
0.262725	2500	49154
0.262725	2500	49154
0.262725	2500	49154
0.262832	2500	49155
0.262832	2500	49155
0.262832	2500	49155
0.262832	2500	49155
0.262904	2500	49154
0.262904	2500	49154
0.262939	2500	49155
0.262939	2500	49155
0.262957	1400	49156
0.262975	1400	49157
0.262993	1400	49153
0.263225	2500	49154
0.263225	2500	49154
0.263225	2500	49154
0.263225	2500	49154
